IonicLiuid,SS-exp,T (K),P (kPa),S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,Area (Å2),Mol-Wt (g/mol)
tributylmethylphosphonium methyl sulfate,1433.2,338.15,101.33,0,1.05,8.15,15.09,5.93,0.01,0.93,2,0.96,0.87,4.05,3,0,420.42,328.45
tributylmethylphosphonium methyl sulfate,1420.3,343.15,101.33,0,1.05,8.15,15.09,5.93,0.01,0.93,2,0.96,0.87,4.05,3,0,420.42,328.45
tributylethylphosphonium diethylphosphate,1439.9,293.15,101.33,0,0.9,8.27,15.92,6.2,0.01,0.74,6.68,3.82,0.88,1.1,3.22,1.7,494.39,384.47
tributylethylphosphonium diethylphosphate,1422.3,298.15,101.33,0,0.9,8.27,15.92,6.2,0.01,0.74,6.68,3.82,0.88,1.1,3.22,1.7,494.39,384.47
tributylethylphosphonium diethylphosphate,1405.5,303.15,101.33,0,0.9,8.27,15.92,6.2,0.01,0.74,6.68,3.82,0.88,1.1,3.22,1.7,494.39,384.47
tributylethylphosphonium diethylphosphate,1389.4,308.15,101.33,0,0.9,8.27,15.92,6.2,0.01,0.74,6.68,3.82,0.88,1.1,3.22,1.7,494.39,384.47
tributylethylphosphonium diethylphosphate,1373.8,313.15,101.33,0,0.9,8.27,15.92,6.2,0.01,0.74,6.68,3.82,0.88,1.1,3.22,1.7,494.39,384.47
tributylethylphosphonium diethylphosphate,1358.5,318.15,101.33,0,0.9,8.27,15.92,6.2,0.01,0.74,6.68,3.82,0.88,1.1,3.22,1.7,494.39,384.47
tributylethylphosphonium diethylphosphate,1343.5,323.15,101.33,0,0.9,8.27,15.92,6.2,0.01,0.74,6.68,3.82,0.88,1.1,3.22,1.7,494.39,384.47
tributylethylphosphonium diethylphosphate,1328.8,328.15,101.33,0,0.9,8.27,15.92,6.2,0.01,0.74,6.68,3.82,0.88,1.1,3.22,1.7,494.39,384.47
tributylethylphosphonium diethylphosphate,1314.3,333.15,101.33,0,0.9,8.27,15.92,6.2,0.01,0.74,6.68,3.82,0.88,1.1,3.22,1.7,494.39,384.47
tributylethylphosphonium diethylphosphate,1299.8,338.15,101.33,0,0.9,8.27,15.92,6.2,0.01,0.74,6.68,3.82,0.88,1.1,3.22,1.7,494.39,384.47
tributylethylphosphonium diethylphosphate,1285.6,343.15,101.33,0,0.9,8.27,15.92,6.2,0.01,0.74,6.68,3.82,0.88,1.1,3.22,1.7,494.39,384.47
triisobutylmethylphosphonium p-toluenesulfonate,1628.8,298.15,101.33,0,1.26,7.77,14.11,5.56,0,2.25,3.77,4.52,1.93,1.63,4.58,0.01,473.92,388.55
triisobutylmethylphosphonium p-toluenesulfonate,1610.6,303.15,101.33,0,1.26,7.77,14.11,5.56,0,2.25,3.77,4.52,1.93,1.63,4.58,0.01,473.92,388.55
triisobutylmethylphosphonium p-toluenesulfonate,1585.6,308.15,101.33,0,1.26,7.77,14.11,5.56,0,2.25,3.77,4.52,1.93,1.63,4.58,0.01,473.92,388.55
triisobutylmethylphosphonium p-toluenesulfonate,1567.6,313.15,101.33,0,1.26,7.77,14.11,5.56,0,2.25,3.77,4.52,1.93,1.63,4.58,0.01,473.92,388.55
triisobutylmethylphosphonium p-toluenesulfonate,1551.1,318.15,101.33,0,1.26,7.77,14.11,5.56,0,2.25,3.77,4.52,1.93,1.63,4.58,0.01,473.92,388.55
triisobutylmethylphosphonium p-toluenesulfonate,1535.7,323.15,101.33,0,1.26,7.77,14.11,5.56,0,2.25,3.77,4.52,1.93,1.63,4.58,0.01,473.92,388.55
triisobutylmethylphosphonium p-toluenesulfonate,1521.5,328.15,101.33,0,1.26,7.77,14.11,5.56,0,2.25,3.77,4.52,1.93,1.63,4.58,0.01,473.92,388.55
triisobutylmethylphosphonium p-toluenesulfonate,1508.3,333.15,101.33,0,1.26,7.77,14.11,5.56,0,2.25,3.77,4.52,1.93,1.63,4.58,0.01,473.92,388.55
tributyloctylphosphonium chloride,1627.9,293.15,101.33,0,0.99,7.71,23,11.14,0.08,0,0,0,0,0,4.66,0.62,481.94,350.99
tributyloctylphosphonium chloride,1595.8,298.15,101.33,0,0.99,7.71,23,11.14,0.08,0,0,0,0,0,4.66,0.62,481.94,350.99
tributyloctylphosphonium chloride,1565.4,303.15,101.33,0,0.99,7.71,23,11.14,0.08,0,0,0,0,0,4.66,0.62,481.94,350.99
tributyloctylphosphonium chloride,1537.8,308.15,101.33,0,0.99,7.71,23,11.14,0.08,0,0,0,0,0,4.66,0.62,481.94,350.99
tributyloctylphosphonium chloride,1512.6,313.15,101.33,0,0.99,7.71,23,11.14,0.08,0,0,0,0,0,4.66,0.62,481.94,350.99
tributyloctylphosphonium chloride,1490,318.15,101.33,0,0.99,7.71,23,11.14,0.08,0,0,0,0,0,4.66,0.62,481.94,350.99
tributyloctylphosphonium chloride,1469.5,323.15,101.33,0,0.99,7.71,23,11.14,0.08,0,0,0,0,0,4.66,0.62,481.94,350.99
tributyloctylphosphonium chloride,1451,328.15,101.33,0,0.99,7.71,23,11.14,0.08,0,0,0,0,0,4.66,0.62,481.94,350.99
tributyloctylphosphonium chloride,1433.7,333.15,101.33,0,0.99,7.71,23,11.14,0.08,0,0,0,0,0,4.66,0.62,481.94,350.99
tributyloctylphosphonium chloride,1416.9,338.15,101.33,0,0.99,7.71,23,11.14,0.08,0,0,0,0,0,4.66,0.62,481.94,350.99
tributyloctylphosphonium chloride,1401,343.15,101.33,0,0.99,7.71,23,11.14,0.08,0,0,0,0,0,4.66,0.62,481.94,350.99
[P66614][DCN],1599,278.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1579,283.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1561,288.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1542,293.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1526,298.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1509,303.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1493,308.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1477,313.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1462,318.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1447,323.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1432,328.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1418,333.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1404,338.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
[P66614][DCN],1390,343.15,101.33,0,0.99,7.54,36.57,21.26,0.34,0,0.47,2.61,1.56,2.99,2.54,0,768.93,549.9
1-methylpyridinium [MeSO4],1888.6,293.15,101.33,0.02,3.49,6.07,4.09,0.14,0,0.93,2,0.96,0.87,4.05,3,0,256.2,205.23
1-methylpyridinium [MeSO4],1876.4,298.15,101.33,0.02,3.49,6.07,4.09,0.14,0,0.93,2,0.96,0.87,4.05,3,0,256.2,205.23
1-methylpyridinium [MeSO4],1864.4,303.15,101.33,0.02,3.49,6.07,4.09,0.14,0,0.93,2,0.96,0.87,4.05,3,0,256.2,205.23
1-methylpyridinium [MeSO4],1852.6,308.15,101.33,0.02,3.49,6.07,4.09,0.14,0,0.93,2,0.96,0.87,4.05,3,0,256.2,205.23
1-methylpyridinium [MeSO4],1840.9,313.15,101.33,0.02,3.49,6.07,4.09,0.14,0,0.93,2,0.96,0.87,4.05,3,0,256.2,205.23
1-methylpyridinium [MeSO4],1829.4,318.15,101.33,0.02,3.49,6.07,4.09,0.14,0,0.93,2,0.96,0.87,4.05,3,0,256.2,205.23
1-methylpyridinium [MeSO4],1817.9,323.15,101.33,0.02,3.49,6.07,4.09,0.14,0,0.93,2,0.96,0.87,4.05,3,0,256.2,205.23
1-methylpyridinium [MeSO4],1806.5,328.15,101.33,0.02,3.49,6.07,4.09,0.14,0,0.93,2,0.96,0.87,4.05,3,0,256.2,205.23
1-methylpyridinium [MeSO4],1795.2,333.15,101.33,0.02,3.49,6.07,4.09,0.14,0,0.93,2,0.96,0.87,4.05,3,0,256.2,205.23
1-methylpyridinium [MeSO4],1784,338.15,101.33,0.02,3.49,6.07,4.09,0.14,0,0.93,2,0.96,0.87,4.05,3,0,256.2,205.23
1-methylpyridinium [MeSO4],1772.8,343.15,101.33,0.02,3.49,6.07,4.09,0.14,0,0.93,2,0.96,0.87,4.05,3,0,256.2,205.23
1-ethylpyridinium [1-Epy][TF2N],1289.6,288.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1284,290.65,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1278.5,293.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1272.9,295.65,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1267.4,298.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1262,300.65,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1256.5,303.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1251.2,305.65,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1245.8,308.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1240.5,310.65,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1235.1,313.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1229.9,315.65,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1224.6,318.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1219.4,320.65,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1214.2,323.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1209,325.65,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1203.9,328.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1198.8,330.65,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1193.8,333.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1188.8,335.65,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [1-Epy][TF2N],1183.8,338.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [TF2N],1279.1,293.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [TF2N],1268.1,298.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [TF2N],1257.1,303.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [TF2N],1246.3,308.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [TF2N],1235.6,313.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [TF2N],1225,318.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [TF2N],1214.5,323.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [TF2N],1204.2,328.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [TF2N],1193.9,333.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [TF2N],1183.8,338.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium [TF2N],1173.8,343.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.22,2.39,9.53,2.92,5.23,0.03,0,359.34,388.31
1-ethylpyridinium triflate [1-Epy][CF3SO3],1500.4,293.15,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1495,295.65,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1489.1,298.15,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1483.4,300.65,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1477.7,303.15,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1471.9,305.65,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1466.3,308.15,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1461.1,310.65,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1455,313.15,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1450,315.65,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1444,318.15,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1438.2,320.65,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1433.2,323.15,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1427.4,325.65,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1421.9,328.15,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1416.1,330.65,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1410.6,333.15,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1405.1,335.65,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
1-ethylpyridinium triflate [1-Epy][CF3SO3],1399.7,338.15,100,0.02,3.15,6.41,5.52,0.5,0,0.06,0.43,5.49,0.93,4.6,1.28,0,283.97,257.23
[1-Epy][EtSO4],1711,298.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.71,3.35,1.86,0.84,3.87,3.21,0,294.39,233.29
[1-Epy][EtSO4],1699,303.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.71,3.35,1.86,0.84,3.87,3.21,0,294.39,233.29
[1-Epy][EtSO4],1687,308.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.71,3.35,1.86,0.84,3.87,3.21,0,294.39,233.29
[1-Epy][EtSO4],1676,313.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.71,3.35,1.86,0.84,3.87,3.21,0,294.39,233.29
[1-Epy][EtSO4],1664,318.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.71,3.35,1.86,0.84,3.87,3.21,0,294.39,233.29
[1-Epy][EtSO4],1653,323.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.71,3.35,1.86,0.84,3.87,3.21,0,294.39,233.29
[1-Epy][EtSO4],1641,328.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.71,3.35,1.86,0.84,3.87,3.21,0,294.39,233.29
[1-Epy][EtSO4],1630,333.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.71,3.35,1.86,0.84,3.87,3.21,0,294.39,233.29
[1-Epy][EtSO4],1619,338.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.71,3.35,1.86,0.84,3.87,3.21,0,294.39,233.29
[1-Epy][EtSO4],1608,343.15,101.33,0.02,3.15,6.41,5.52,0.5,0,0.71,3.35,1.86,0.84,3.87,3.21,0,294.39,233.29
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1691.9,278.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1685.4,280.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1678.9,283.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1672.5,285.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1666.2,288.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1660,290.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1653.9,293.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1647.8,295.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1641.7,298.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1635.7,300.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1629.8,303.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1623.8,305.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1618,308.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1612.1,310.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1606.3,313.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1600.5,315.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1594.8,318.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1589,320.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1583.3,323.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1577.6,325.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1572,328.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1566.3,330.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1560.7,333.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1555.1,335.65,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium tetrafluoroborate [C3Py][BF4],1549.5,338.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0,0,0.03,1.78,7.25,0,0,266.67,208.99
1-propylpyridinium [C3Py][TF2N],1209.5,318.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0.22,2.39,9.53,2.92,5.23,0.03,0,379.39,402.34
1-propylpyridinium [C3Py][TF2N],1199.1,323.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0.22,2.39,9.53,2.92,5.23,0.03,0,379.39,402.34
1-propylpyridinium [C3Py][TF2N],1188.8,328.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0.22,2.39,9.53,2.92,5.23,0.03,0,379.39,402.34
1-propylpyridinium [C3Py][TF2N],1178.7,333.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0.22,2.39,9.53,2.92,5.23,0.03,0,379.39,402.34
1-propylpyridinium [C3Py][TF2N],1168.7,338.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0.22,2.39,9.53,2.92,5.23,0.03,0,379.39,402.34
1-propylpyridinium [C3Py][TF2N],1159.2,343.15,101.33,0.02,3.08,6.11,7.15,1.25,0,0.22,2.39,9.53,2.92,5.23,0.03,0,379.39,402.34
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide [Bpy][TF2N],1288,283.15,100,0.02,3.08,5.87,8.6,2.02,0,0.22,2.39,9.53,2.92,5.23,0.03,0,399.11,416.36
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide [Bpy][TF2N],1304,283.15,5000,0.02,3.08,5.87,8.6,2.02,0,0.22,2.39,9.53,2.92,5.23,0.03,0,399.11,416.36
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide [Bpy][TF2N],1320,283.15,10000,0.02,3.08,5.87,8.6,2.02,0,0.22,2.39,9.53,2.92,5.23,0.03,0,399.11,416.36
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide [Bpy][TF2N],1350,283.15,20000,0.02,3.08,5.87,8.6,2.02,0,0.22,2.39,9.53,2.92,5.23,0.03,0,399.11,416.36
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide [Bpy][TF2N],1380,283.15,30000,0.02,3.08,5.87,8.6,2.02,0,0.22,2.39,9.53,2.92,5.23,0.03,0,399.11,416.36
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide [Bpy][TF2N],1408,283.15,40000,0.02,3.08,5.87,8.6,2.02,0,0.22,2.39,9.53,2.92,5.23,0.03,0,399.11,416.36
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide [Bpy][TF2N],1435,283.15,50000,0.02,3.08,5.87,8.6,2.02,0,0.22,2.39,9.53,2.92,5.23,0.03,0,399.11,416.36
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide [Bpy][TF2N],1460,283.15,60000,0.02,3.08,5.87,8.6,2.02,0,0.22,2.39,9.53,2.92,5.23,0.03,0,399.11,416.36
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide [Bpy][TF2N],1485,283.15,70000,0.02,3.08,5.87,8.6,2.02,0,0.22,2.39,9.53,2.92,5.23,0.03,0,399.11,416.36
